Date,Tweet,Close.
2014-08-16,In the weekly address President Obama discusses the importance of affordable higher education: http://ofa.bo/i0dFÂ  #CollegeOpportunity,
2014-08-15,Earning the minimum wage while raising a family shouldn't mean living in poverty. It's time to #RaiseTheWage: http://ofa.bo/a0dRÂ ,"1,955.06"
2014-08-15,FACT: 97% of scientists and NASA accept the science of climate change. #ActOnClimatepic.twitter.com/hOfccyKlH1,"1,955.06"
2014-08-15,Getting covered made Jason so happy he wanted to tell everyone: http://ofa.bo/e0deÂ  #ThisIsWhy,"1,955.06"
2014-08-15,It's time to get serious and #ActOnClimate.pic.twitter.com/VqELsMFhe9,"1,955.06"
2014-08-14,Happening now: President Obama is delivering a statement. Tune in: http://ofa.bo/c0e6Â ,"1,955.18"
2014-08-13,Retweet if you support cutting dangerous carbon pollution.pic.twitter.com/h3PeFwnPUJ,"1,946.72"
2014-08-13,Read how @OFA supporters are taking a stand against carbon pollution: http://ofa.bo/j0ahÂ  #ActOnClimate,"1,946.72"
2014-08-13,Check it out: Last week @OFA volunteers celebrated the success of health care reform. http://ofa.bo/g0aKÂ ,"1,946.72"
2014-08-13,Climate change will make the intensifying droughts across the West even more extreme and dangerous: http://ofa.bo/a0aqÂ  #ActOnClimate,"1,946.72"
2014-08-13,EPA climate rule economically feasible study says More from @thehill: http://ofa.bo/g0aCÂ  #ActOnClimate,"1,946.72"
2014-08-12,The death of Michael Brown is heartbreaking. â€”President Obama. Read the full statement:http://ofa.bo/s0cWÂ ,"1,933.75"
2014-08-12,You should put your name on this #RaiseTheWage petition: http://ofa.bo/p0fTÂ ,"1,933.75"
2014-08-11,Robin Williams was an airman a doctor a genie a nanny ... and everything in between. But he was one of a kind. â€”President Obama,"1,936.92"
2014-08-11,Happening now: The President delivers a statement on the latest developments in Iraq.http://ofa.bo/h0V5Â ,"1,936.92"
2014-08-11,Find out how @OFA is taking action on climate changeâ€”and how you can get involved: http://ofa.bo/r0ZgÂ  #ActOnClimate,"1,936.92"
2014-08-11,ICYMI: President Obama visited mom-and-pop shops in historic Parkville Missouri: http://ofa.bo/f0XfÂ ,"1,936.92"
2014-08-09,WATCH: President Obama details American operations in Iraq.http://ofa.bo/t0WwÂ ,
2014-08-09,Happening now: President Obama delivers a statement on the situation in Iraq. http://ofa.bo/g0VNÂ ,
2014-08-07,Happening now: President Obama delivers a statement on the situation in Iraq. http://ofa.bo/q0XKÂ ,"1,909.57"
2014-08-07,The House of Representatives didn't #ActOnReform. Instead they voted on this:http://ofa.bo/h0RaÂ ,"1,909.57"
2014-08-07,Lawmakers around the country need to know it's time to #RaiseTheWage: http://ofa.bo/q0WkÂ ,"1,909.57"
2014-08-07,LIVE: President Obama delivers remarks about improving health care quality and access for veterans. http://ofa.bo/q0WNÂ ,"1,909.57"
2014-08-07,Your signature is your voice: Sign this #RaiseTheWage petition before it's delivered to lawmakers. http://ofa.bo/f0U6Â ,"1,909.57"
2014-08-06,Sign @OFA's petition to #RaiseTheWage: http://ofa.bo/i0QpÂ ,"1,920.24"
2014-08-06,Watch: Because of climate change the average U.S. wildfire season is longer and more intense. http://ofa.bo/i0QTÂ  #ActOnClimate,"1,920.24"
2014-08-06,$7.25 an hour just isn't enough. It's time to #RaiseTheWage: http://ofa.bo/j0QfÂ ,"1,920.24"
2014-08-05,Study: States Embracing Obamacare See Biggest Drops in Uninsured More from @WSJ:http://ofa.bo/h0OfÂ ,"1,920.21"
2014-08-04,LAST CHANCE: Sign OFA's birthday card for President Obama. http://ofa.bo/d0R2Â ,"1,938.99"
2014-08-04,Don't forget to leave a personal note for President Obama's birthday today: http://ofa.bo/f0Q5Â ,"1,938.99"
2014-08-04,Some people prefer cake. I like pie. â€”President Obama http://ofa.bo/q0SpÂ ,"1,938.99"
2014-08-04,President Obama: Michelle and I send our deepest condolences to the family of former White House Press Secretary James Brady on his passing.,"1,938.99"
2014-08-04,Send President Obama some love for his birthday: http://ofa.bo/f0PfÂ ,"1,938.99"
2014-08-04,Retweet to share a happy reminder about health care reform.pic.twitter.com/QCegketf6L,"1,938.99"
2014-08-04,Today is President Obama's birthdayâ€”make sure you sign OFA's card: http://ofa.bo/e0S5Â pic.twitter.com/c3qzlI5ofU,"1,938.99"
2014-08-03,Help put a smile on the President's face: Sign @OFA's birthday card. http://ofa.bo/s0RyÂ pic.twitter.com/wC7056f87y,
2014-08-03,ICYMI: For six months in a row private sector job creation has exceeded 200000 jobs. http://ofa.bo/s0RqÂ  #ActOnJobs,
2014-08-03,Have a hard time picking a card? You're in luck: @OFA wants you to pick your favorite for President Obama's birthday: http://ofa.bo/q0RpÂ ,
2014-08-02,Sign your name to OFA's birthday card and send a note of thanks to President Obama. http://ofa.bo/i0NPÂ pic.twitter.com/OrYUigVPwI,
2014-08-02,The bottom line is this: Weâ€™ve come a long way these past five and a half years.â€”President Obama http://ofa.bo/e0RRÂ  #OpportunityForAll,
2014-08-02,Watch the weekly address: The President is working to help the middle class. It's time Congress did the same.http://ofa.bo/f0OoÂ ,
2014-08-01,Sign @OFA's birthday card for the President and send your best wishes: http://ofa.bo/e0R0Â ,"1,925.15"
2014-08-01,FACT: 9.9 million private sector jobs have been added over the past 53 months. #ActOnJobs,"1,925.15"
2014-08-01,It's been 53 straight months of private sector job growthâ€”that's the longest streak on record. #ActOnJobspic.twitter.com/pLlLydr2DI,"1,925.15"
2014-08-01,After all that we've had to overcome our Congress should stop standing in the way of our country's success. â€”President Obama,"1,925.15"
2014-08-01,The fact is we could be much further along ... if Congress would do the job that the people sent them here to do. â€”President Obama,"1,925.15"
2014-08-01,That's the longest streak of private sector job creation in our history.â€”President Obama on 53 straight months of jobs creation #ActOnJobs,"1,925.15"
2014-08-01,Happening now: President Obama delivers a statement from the Briefing Room.http://ofa.bo/g0NAÂ ,"1,925.15"
2014-08-01,Job growth has exceeded 200000 for the sixth straight month. This is progress but there's more to do: http://ofa.bo/e0QtÂ  #ActOnJobs,"1,925.15"
2014-08-01,Make #53 special for #44: http://ofa.bo/f0OBÂ pic.twitter.com/qxhZ64GMdt,"1,925.15"
2014-07-31,Pick your favorite cardâ€”then add your name to wish the President a happy birthday:http://ofa.bo/i0MHÂ ,"1,930.67"
2014-07-31,WATCH: President Obama is speaking at the Department of Housing and Urban Development. http://ofa.bo/s0QUÂ ,"1,930.67"
2014-07-31,For the President's birthday this year @OFA supporters are saying thanksâ€”sign the card: http://ofa.bo/c0PxÂ ,"1,930.67"
2014-07-31,President Obama: If a company isn't treating its workers with integrity then they're probably cutting corners in other areas too.,"1,930.67"
2014-07-31,It wastes America's time ... You guys are all paying for it as taxpayers.â€”President Obama on House leadership's lawsuit,"1,930.67"
2014-07-31,You shouldn't be fired because of who you love. â€”President Obama #WorkplaceFairness,"1,930.67"
2014-07-31,Any time Congress wants to do work with me to help working families I'm right there. â€”President Obama #WorkplaceFairness,"1,930.67"
2014-07-31,We want to make sure the young dad on the factory floor has a shot to make it into the corner suite. â€”President Obama #WorkplaceFairness,"1,930.67"
2014-07-31,Millions more families have the peace of mind that comes with having affordable health care. â€”President Obama,"1,930.67"
2014-07-31,LIVE: The President is speaking about fighting for the #WorkplaceFairness that Americans deserve. http://ofa.bo/i0MDÂ ,"1,930.67"
2014-07-31,Speak up: Tell House leaders to #SueLessDoMore and help middle-class Americans. http://ofa.bo/q0QUÂ ,"1,930.67"
2014-07-31,If you were #BornIn88 make sure you know your options to #GetCovered when you turn 26: http://ofa.bo/p0S8Â ,"1,930.67"
2014-07-30,Send your best wishes for President Obama's birthday: http://ofa.bo/j0LmÂ pic.twitter.com/qcX5C2JH2w,"1,970.07"
2014-07-30,Great news: The U.S. economy grew at a 4% rate in the second quarter of 2014. Read more:http://ofa.bo/p0RyÂ ,"1,970.07"
2014-07-30,I believe in an optimistic America that is making progress. â€”President Obama #OpportunityForAll,"1,970.07"
2014-07-30,Let's make sure anyone who is working full time isn't living in poverty. â€”President Obama #OpportunityForAll #RaiseTheWage,"1,970.07"
2014-07-30,I want Congress to do its job to make life easier for Americans who put them there in the first place. â€”President Obama #OpportunityForAll,"1,970.07"
2014-07-30,We've got just today and tomorrow before Congress leaves town for a month and there is still serious work to do. â€”President Obama,"1,970.07"
2014-07-30,The states that have increased their minimum wage this year have seen higher job growth than the states that didn't. â€”President Obama,"1,970.07"
2014-07-30,I want my daughters paid the same as your sons for doing the same jobs. â€”President Obama #OpportunityForAll #StandWithWomen,"1,970.07"
2014-07-30,You're doing your job. Imagine how much further along we'd be if Congress was doing its job too. â€”President Obama #OpportunityForAll,"1,970.07"
2014-07-30,The decisions we made to rescue our economy ... all those things are starting to pay off. â€”President Obama #OpportunityForAll,"1,970.07"
2014-07-30,The unemployment rate is at its lowest since September of 2008. â€”President Obama #OpportunityForAll,"1,970.07"
2014-07-30,Our energy our technology our auto industriesâ€”they're all booming. â€”President Obama #OpportunityForAll,"1,970.07"
2014-07-30,WATCH: President Obama is speaking about the economy from the @UptownTheater in Kansas City. http://ofa.bo/p0RvÂ  #OpportunityForAll,"1,970.07"
2014-07-30,Take some time right now to add your name to this minimum wage petition: http://ofa.bo/t0P5Â  #RaiseTheWage,"1,970.07"
2014-07-29,Your name belongs on the #RaiseTheWage petition: http://ofa.bo/b0QFÂ pic.twitter.com/GWLiE7ZlPd,"1,969.95"
2014-07-29,Happening now: The President delivers a statement on the situation in Ukraine. http://ofa.bo/i0LJÂ ,"1,969.95"
2014-07-29,Delayed action will increase the costs of climate change. It's time to act: http://ofa.bo/d0NyÂ  #ActOnClimate,"1,969.95"
2014-07-29,Thanks in part to the Affordable Care Act Medicare has improved for seniors:http://ofa.bo/j0KuÂ ,"1,969.95"
2014-07-29,This minimum wage petition is a big deal: Make sure your name is on it. http://ofa.bo/f0MFÂ  #RaiseTheWage,"1,969.95"
2014-07-28,It's time to close tax loopholes so all companies play by the same rules. More from @USTreasury Secretary Jack Lew:http://ofa.bo/e0OFÂ ,"1,978.91"
2014-07-28,"Former Ohio Governor @Ted_Strickland took the #LiveTheWage Challenge: ""I Tried to Live on Minimum Wage for a Week""http://ofa.bo/r0OUÂ ","1,978.91"
2014-07-28,A hospital visit won't break your bank account thanks to the Affordable Care Act.pic.twitter.com/h8tx1NvlsU,"1,978.91"
2014-07-28,Tying the knot soon? Don't forget to check your health care options: http://ofa.bo/e0O1Â pic.twitter.com/TYux1VLUCW,"1,978.91"
2014-07-28,Don't miss the deadline to sign this #RaiseTheWage petition: http://ofa.bo/d0MaÂ ,"1,978.91"
2014-07-27,Take a moment to sign this #RaiseTheWage petition: http://ofa.bo/i0JWÂ ,
2014-07-27,ICYMI: This is what the #LiveTheWage Challenge is all about: http://ofa.bo/q0NfÂ ,
2014-07-27,Act soon to get your name on this minimum wage petition before it's too late: http://ofa.bo/b0OSÂ  #RaiseTheWage,
2014-07-26,If you stand for raising the minimum wage your name belongs on this petition: http://ofa.bo/a0M6Â  #RaiseTheWage,
2014-07-26,Letâ€™s embrace an economic patriotism that says we rise or fall together as one nation. â€”President Obamahttp://ofa.bo/q0MzÂ ,
2014-07-26,Watch the weekly address: The President wants an economy that benefits everyone not just a few at the top.http://ofa.bo/a0M4Â ,
2014-07-25,See how raising the minimum wage will grow the economy for everyone: http://ofa.bo/e0MPÂ  #RaiseTheWage,"1,978.34"
2014-07-25,More than half of Americans believe that they or others are better off with Obamacare... More from @Politico:http://ofa.bo/r0MdÂ ,"1,978.34"
2014-07-25,These volunteers are taking a stand to #RaiseTheWage in their hometown:http://ofa.bo/h0GbÂ ,"1,978.34"
2014-07-25,"Why you should care about ""inversions"":http://ofa.bo/q0M4Â ","1,978.34"
2014-07-24,ICYMI: A new study says more than 10M Americans gained health insurance through the health care marketplace so far.http://ofa.bo/t0LOÂ ,"1,987.98"
2014-07-24,If we can work together I promise you there is no holding America back. â€”President Obama #OpportunityForAll,"1,987.98"
2014-07-24,The hardest thing in politics is to change a stubborn status quo. â€”President Obama #OpportunityForAll,"1,987.98"
2014-07-24,Economic patriotism says it's a good thing when we close wasteful tax loopholes and invest in education. â€”President Obama,"1,987.98"
2014-07-24,We need to stop companies from renouncing their citizenship just to get out of paying their fair share of taxes. â€”President Obama,"1,987.98"
2014-07-24,States that have increased the minimum wage this year have seen higher job growth than those that didn't. â€”President Obama #RaiseTheWage,"1,987.98"
2014-07-24,Today marks exactly five years since the minimum wage went up in this country. â€”President Obama #RaiseTheWage #OpportuntyForAll,"1,987.98"
2014-07-24,I'm always impressed by folks who have had the courage to go back to school especially those later in life. â€”President Obama,"1,987.98"
2014-07-24,Today I'm here to focus on one thing ... training more Americans to fill the jobs we're creating. â€”President Obama #OpportunityForAll,"1,987.98"
2014-07-24,This past year we saw one of the fastest drops in nearly 30 years in the unemployment rate. â€”President Obama #OpportunityForAll,"1,987.98"
2014-07-24,I'm here because I am listening ... I'm listening to Americans all across the country. â€”President Obama #OpportunityForAll,"1,987.98"
2014-07-24,WATCH: President Obama is calling for fair tax rates for corporations.http://ofa.bo/p0O6Â ,"1,987.98"
2014-07-24,A lot has changed in five yearsâ€”but the minimum wage has stayed the same. #TBT #LiveTheWagepic.twitter.com/TFodpGEmgr,"1,987.98"
2014-07-24,Retweet if you agree: Five years without raising the minimum wage is too long. #LiveTheWage,"1,987.98"
2014-07-24,The last time the federal minimum wage was raised was five years ago today. #TBT #LiveTheWagepic.twitter.com/WBxGM6PfgL,"1,987.98"
2014-07-23,Americans across the country are taking the #LiveTheWage Challenge to see what it's like to live on $77 a week: http://ofa.bo/r0KdÂ ,"1,987.01"
2014-07-23,This minimum wage petition will be delivered to lawmakers soon. Add your name before the deadline: http://ofa.bo/f0HvÂ  #RaiseTheWage,"1,987.01"
2014-07-23,Join Americans across the country and take the #LiveTheWage Challenge: http://ofa.bo/t0K7Â pic.twitter.com/1Ev9FeNJRf,"1,987.01"
2014-07-23,Join Americans taking the #LiveTheWage Challenge: Could you live on $77 a week? http://ofa.bo/e0KHÂ ,"1,987.01"
2014-07-22,Read this: American workers must be equipped with the skills needed to compete in the 21st century. http://ofa.bo/h0EPÂ  #ReadyToWork,"1,983.53"
2014-07-22,Sign this petition: http://ofa.bo/c0JyÂ  Your voice matters. #RaiseTheWagepic.twitter.com/nm122AFft2,"1,983.53"
2014-07-22,See what President Obama is doing to help Americans find good jobs: http://ofa.bo/a0JcÂ  #ReadyToWork,"1,983.53"
2014-07-22,Let's get together work together to restore opportunity for every single American. â€”President Obama #ReadyToWork,"1,983.53"
2014-07-22,Instead of rewarding companies for shipping jobs overseas let's create jobs right here in America. â€”President Obama #ReadyToWork,"1,983.53"
2014-07-22,Let's make sure the next generation of women are getting a fair deal. â€”President Obama on fair pay #StandWithWomen #ReadyToWork,"1,983.53"
2014-07-22,Every job seeker should have the tools they need to take their career in their own hands. â€”President Obama #ReadyToWork,"1,983.53"
2014-07-22,President Obama: If you're working hard you should be able to get a job that pays well and look after your family. #ReadyToWork,"1,983.53"
2014-07-22,The good news is today ... our businesses have added over 10 million jobs in the past 52 months. â€”President Obama #ReadyToWork,"1,983.53"
2014-07-22,The unemployment rate is at its lowest since September 2008. â€”President Obama #ReadyToWork,"1,983.53"
2014-07-22,LIVE: President Obama and the @VP want Americans to have access to today's good jobs. Tune in: http://ofa.bo/d0J3Â  #ReadyToWork,"1,983.53"
2014-07-22,Watch the President and @VP speak about helping American workers find good jobs at 12:10 p.m. ET: http://ofa.bo/a0JaÂ  #ReadyToWork,"1,983.53"
2014-07-21,The deadline to sign this minimum wage petition is approaching. Don't miss your chance: http://ofa.bo/s0K8Â  #RaiseTheWage,"1,973.63"
2014-07-21,President Obama took action today against #LGBT discrimination. Read more:http://ofa.bo/s0K3Â ,"1,973.63"
2014-07-21,WATCH: President Obama is participating in a town hall at @WalkerJonesEC about the #MyBrothersKeeper initiative. http://ofa.bo/q0JCÂ ,"1,973.63"
2014-07-21,Happening now: The President delivers a statement on the situation in Ukraine. http://ofa.bo/d0ICÂ ,"1,973.63"
2014-07-21,LIVE: The President is taking action to protect LGBT employees from workplace discrimination. http://ofa.bo/b0K8Â ,"1,973.63"
2014-07-19,â€œWe have to make sure our economy works for every working American.â€ Watch the weekly address: http://ofa.bo/s0HeÂ  #OpportunityForAll,
2014-07-19,In the weekly address see the President's plan for building an economy that works for every hard-working American:http://ofa.bo/s0HeÂ ,
2014-07-18,Happening now: President Obama delivers a statement on the situation in Ukraine.http://ofa.bo/c0GMÂ ,"1,978.22"
2014-07-17,Wherever and whenever I have a chance to help families like yours I'm going to do it. â€”President Obama #RebuildAmerica,"1,958.12"
2014-07-17,We should be making sure that hard work pays off with a higher minimum wage. â€”President Obama #RaiseTheWage,"1,958.12"
2014-07-17,What I've done is put forward a plan to rebuild our infrastructure in a responsible way. â€”President Obama #RebuildAmerica,"1,958.12"
2014-07-17,First-class infrastructure attracts investment and first-class jobs. â€”President Obama #RebuildAmerica,"1,958.12"
2014-07-17,We've got to make sure our economy works for every American. â€”President Obama #RebuildAmerica,"1,958.12"
2014-07-17,Our businesses have now added nearly 10 million new jobs over the past 52 months. â€”President Obama,"1,958.12"
2014-07-17,It is great to be in the state that gave us Joe Biden. â€”President Obama,"1,958.12"
2014-07-17,Happening now: President Obama is announcing a new initiative to #RebuildAmerica. Tune in here: http://ofa.bo/b0GrÂ ,"1,958.12"
2014-07-17,Tune in at 2:10 p.m. ET to see President Obama announce a new initiative on infrastructure: http://ofa.bo/b0GsÂ  #RebuildAmerica,"1,958.12"
2014-07-17,Read what the President is doing to protect communities from the impacts of climate change: http://ofa.bo/g0EsÂ  #ActOnClimate,"1,958.12"
2014-07-17,Climate change poses a direct threat to the infrastructure of America. â€”President Obama http://ofa.bo/g0EqÂ  #ActOnClimate,"1,958.12"
2014-07-16,Thanks to health care reform expecting families have the protection they deserve.pic.twitter.com/I09wSvfmwe,"1,981.57"
2014-07-16,Add your name: http://ofa.bo/s0FZÂ  The time to #RaiseTheWage is now.,"1,981.57"
2014-07-16,ICYMI: Good news on job growth.http://ofa.bo/j0EAÂ ,"1,981.57"
2014-07-16,Sign this petition: Your voice matters in the fight to raise the minimum wage. http://ofa.bo/j0E9Â  #RaiseTheWage,"1,981.57"
2014-07-15,One reason it's time to #RebuildAmerica: 65% of America's major roads' condition is rated lower than good.,"1,973.28"
2014-07-15,FACT: Nearly 70% of Americans agree that transportation deserves more federal funding. #RebuildAmerica,"1,973.28"
2014-07-15,Climate change deniers are at it again: http://ofa.bo/c0EkÂ  #ActOnClimate,"1,973.28"
2014-07-15,DYK: 1 in 4 of America's bridges requires significant repair or cannot handle today's traffic. #RebuildAmerica,"1,973.28"
2014-07-15,Do something. That's my big motto for Congress right now. â€”President Obama #RebuildAmerica,"1,973.28"
2014-07-15,The American people have to demand that the folks in Washington do their job. â€”President Obama #RebuildAmerica,"1,973.28"
2014-07-15,We could do so much more if we just rallied around a sense of economic patriotism. â€”President Obama #RebuildAmerica,"1,973.28"
2014-07-15,When you are in traffic congestion because of poor planning and infrastructure that's a cost to you. â€”President Obama #RebuildAmerica,"1,973.28"
2014-07-15,There is something called the Highway Trust Fund ... It helps states fund state infrastructure projects. â€”President Obama #RebuildAmerica,"1,973.28"
2014-07-15,First-class infrastructure attracts first-class jobs. â€”President Obama #RebuildAmerica,"1,973.28"
2014-07-15,As the father of a daughter who just turned 16 any new technology that makes driving safer is important to me. â€”President Obama,"1,973.28"
2014-07-15,WATCH: President Obama is in Virginia discussing ways to rebuild America's infrastructure. http://ofa.bo/e0EvÂ  #RebuildAmerica,"1,973.28"
2014-07-15,Add your name to help millions of Americans who are struggling to make ends meet on the minimum wage: http://ofa.bo/c0EMÂ  #RaiseTheWage,"1,973.28"
2014-07-14,Join the fight to help folks struggling to get by on the minimum wage: http://ofa.bo/p0GdÂ  #RaiseTheWage,"1,977.10"
2014-07-14,It's time to #RebuildAmerica: Check out the President's plan to fix our roads and bridges. http://ofa.bo/a0DPÂ ,"1,977.10"
2014-07-14,Hard-working Americans deserve better than the current minimum wage. It's time for a change: http://ofa.bo/g0D4Â  #RaiseTheWage,"1,977.10"
2014-07-14,Get your name on the minimum wage petition before it's delivered to lawmakers: http://ofa.bo/e0DwÂ  #RaiseTheWage,"1,977.10"
2014-07-14,Retweet if you think hard-working Americans deserve a raise. #RaiseTheWagepic.twitter.com/KxdOns3kZQ,"1,977.10"
2014-07-13,Watch: See how this Maine shoe store owner takes care of his employees. http://ofa.bo/p0FrÂ  #RaiseTheWage,
2014-07-13,Chris has been sailing most of his lifeâ€”and he's seen the impacts of climate change firsthand: http://ofa.bo/j0C6Â  #ActOnClimate,
2014-07-12,Do something Congress. Do anything to help working Americans. Watch the weekly address: http://ofa.bo/f0DIÂ  #OpportunityForAll,
2014-07-12,This minimum wage petition is about making sure your voice is heard: http://ofa.bo/p0FXÂ  #RaiseTheWage,
2014-07-12,Watch the weekly address: With or without Congress the President won't stop fighting for working Americans.http://ofa.bo/s0DaÂ ,
2014-07-11,FACT: Employment growth in 2014 has been faster in states that raised the minimum wage. http://ofa.bo/g0BhÂ  #RaiseTheWage,"1,967.57"
2014-07-11,Check out who joined together to call on House leaders to pass immigration reform: http://ofa.bo/h0A0Â  #CostOfInaction,"1,967.57"
2014-07-11,Follow the team that's now 5 million action takers strong: @OFA. #FF,"1,967.57"
2014-07-11,Our country needs it. See why this small business owner wants to #RaiseTheWage: http://ofa.bo/q0BuÂ ,"1,967.57"
2014-07-11,Retweet if you're ready to #ActOnClimate.pic.twitter.com/OK3lhdJTb5,"1,967.57"
2014-07-11,The evidence is pretty overwhelming ... that Obamacare has driven down the uninsured rate. More from @voxdotcom:http://ofa.bo/i0BEÂ ,"1,967.57"
2014-07-10,Watch: This shoe store owner knows running a successful business means happy well-paid employees. http://ofa.bo/i09jÂ  #RaiseTheWage,"1,964.68"
2014-07-10,States that raised the minimum wage are seeing stronger job growth: http://ofa.bo/h08dÂ  #RaiseTheWage,"1,964.68"
2014-07-10,And it's your voice that's going to change this country. â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,America is making progressâ€”despite what the cynics say despite unyielding opposition. â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,It's lonely doing work all by myself. â€”President Obama to House leadership #OpportunityForAll,"1,964.68"
2014-07-10,There's no denying a simple truth: America deserves a raise. â€”President Obama #OpportunityForAll #RaiseTheWage,"1,964.68"
2014-07-10,I don't want our future leaders saddled in debt before they start out in life. â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,I want to make sure the next revolution in manufacturing is happening right here in America. â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,We know it's what we should be doing and what drives me nuts is Washington isn't doing it. â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,By almost every measure we are better off now than when I took office.â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,This country is not going to succeed if just a few are doing well. This country succeeds when everyone's got a shot. â€”President Obama,"1,964.68"
2014-07-10,We've still got a long way to go...we know there are still a lot of folks out there looking for work. â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,We have come farther and recovered faster thanks to you than just about any other nation on Earth. â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,More young people are graduating from college than ever before. â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,Our businesses have added 10 million new jobs in the last 52 months. â€”President Obama #OpportunityForAll,"1,964.68"
2014-07-10,Everybody knows I love Austin Texas. â€”President Obama,"1,964.68"
2014-07-10,Happening now: The President is in Austin talking about growing the economy. http://ofa.bo/q0AHÂ  #OpportunityForAll,"1,964.68"
2014-07-10,Make sure your name is on this minimum wage petition: http://ofa.bo/e0AUÂ  #RaiseTheWage,"1,964.68"
2014-07-10,Jim owns a shoe store that's been open for 100 yearsâ€”and he makes sure his employees earn a fair wage. http://ofa.bo/f0AoÂ  #RaiseTheWage,"1,964.68"
2014-07-09,Happening now: President Obama delivers a statement on the humanitarian situation at the southwest border. http://ofa.bo/r0AAÂ ,"1,972.83"
2014-07-09,Don't miss your chance to sign this minimum wage petition before it's delivered: http://ofa.bo/a091Â  #RaiseTheWage,"1,972.83"
2014-07-09,Your voice might move fellow citizens to change what needs changing. â€”President Obama #OpportunityForAll,"1,972.83"
2014-07-09,The hardest thing to change in politics is a stubborn status quo. â€”President Obama #OpportunityForAll,"1,972.83"
2014-07-09,We fall and we rise as one nationâ€”as one people. â€”President Obama #OpportunityForAll,"1,972.83"
2014-07-09,Whenever I can go ahead and help families like yours and have the legal authority to do it I'm going to do it. â€”President Obama,"1,972.83"
2014-07-09,Our economy grows best from the middle outâ€”when everybody has a shot. â€”President Obama #OpportunityForAll,"1,972.83"
2014-07-09,Washington may chase whatever story they think may get attention but to me the only story that matters is your story. â€”President Obama,"1,972.83"
2014-07-09,You won't go broke just because you got sick. â€”President Obama on the Affordable Care Act #OpportunityForAll,"1,972.83"
2014-07-09,Manufacturing is adding jobs for the first time since the '90s. â€”President Obama #OpportunityForAll,"1,972.83"
2014-07-09,Alex wrote to tell me that the day after my State of the Union address her boss gave her a raise. â€”President Obama #OpportunityForAll,"1,972.83"
2014-07-09,It's one of the most important things I do. â€”President Obama on reading 10 letters from Americans each day #OpportunityForAll,"1,972.83"
2014-07-09,LIVE: The President is speaking in Denver about growing the economy from the middle out. http://ofa.bo/h07TÂ  #OpportunityForAll,"1,972.83"
2014-07-09,Make sure your representatives know where you stand on raising the minimum wage: http://ofa.bo/h07SÂ  #RaiseTheWage,"1,972.83"
2014-07-08,President Obama is hitting the road this summer to meet Americans who wrote him a letter. Read more: http://ofa.bo/e09gÂ ,"1,963.71"
2014-07-08,Sign this petition and make your voice heard: http://ofa.bo/t09CÂ  #RaiseTheWagepic.twitter.com/KRS36enraZ,"1,963.71"
2014-07-08,Americans want progress. This is about making it happen. Watch:http://ofa.bo/t09FÂ ,"1,963.71"
2014-07-08,Add your name if you think working full-time for $14500 a year isn't enough: http://ofa.bo/t09CÂ  #RaiseTheWagepic.twitter.com/vDbAgJXprz,"1,963.71"
2014-07-07,ICYMI: There's more good news about job growth and the economy. Check out this progress:http://ofa.bo/d08sÂ ,"1,977.65"
2014-07-07,These @OFA volunteers are making their voices heard in the fight on #immigration reform: http://ofa.bo/q08KÂ ,"1,977.65"
2014-07-06,Good news: The minimum wage is on the rise in several states and cities across the country. http://ofa.bo/q085Â  #RaiseTheWage,
2014-07-05,Hereâ€™s a #LoveIsLove progress report that will make you smile: http://ofa.bo/t077Â ,
2014-07-04,On #IndependenceDay wave the stars and stripes with pride.pic.twitter.com/TQh5R1tqQu,
2014-07-03,Progress: In June the private sector added 262000 jobs. #ActOnJobspic.twitter.com/Pv7BYupErJ,"1,985.44"
2014-07-03,Throwback to last week when a womanâ€”not her bossâ€”made her own decisions about her health care. #TBTpic.twitter.com/xmQ5e7DFmW,"1,985.44"
2014-07-03,In 2014 the private sector has added 1.4 million jobsâ€”the most in any first half of a year since 1999: http://ofa.bo/a05tÂ  #ActOnJobs,"1,985.44"
2014-07-02,Retweet if you agree: It's time the 24 states blocking Medicaid access for 5.7 million Americans put #PeopleOverPolitics.,"1,974.62"
2014-07-02,FACT: If 24 states stopped blocking Medicaid 5.7 million more people would be eligible for affordable health insurance. #PeopleOverPolitics,"1,974.62"
2014-07-02,Few pieces of legislation have defined our national identity as distinctly or as powerfully. â€”President Obama on the #CivilRightsAct1964,"1,974.62"
2014-07-02,It's time for workplace policies that help #FamiliesSucceed. Read how @OFA volunteers are taking action: http://ofa.bo/b06nÂ ,"1,974.62"
2014-07-02,Watch: President Obama had some choice words for climate change deniers in Congress. http://ofa.bo/d04YÂ  #ScienceSaysSo,"1,974.62"
2014-07-01,ICYMI: House leadership has stalled on #immigration reform for more than a year so President Obama is taking action.http://ofa.bo/d04PÂ ,"1,973.32"
2014-07-01,Go Team USA. â€”President Obama #USMNTpic.twitter.com/diNCsSvQ3T,"1,973.32"
